antibody_id,virus_id,neut
CH12,R3265_C6,0
44715-a.01,211_9,0
PC39-50G,ZM53_12,0
DJ85-a.01,703010217_B6,0
ACS117,89_F1_2_25,0
DJ85-e.01,001428_2_42,0
HmAb64,TRO_11,0
VRC26.02,Q259_17,0
VRC03,MI369_A5,0
DH650.8,231966_C2,0
VRC06b,T250_4,0
RHA1.V2.01,ZM135_10A,0
2F5,21561324_D3_B5,0
VRC26.01,MS208_A1,0
Bess4,62357_14_D3_4589,0
Z13e1,CAP45_G3,0
DH851.4,CNE55,0
VRC34.04,TRO_11,0
10-1074,1HC3_W4_012616_C7_S77,0
DH851.3,DU156_12,0
VRC26.27,CNE30,0
VRC01,714910616_1,0
N49P19,ZM246F,0
PGT123,ZM109_4,0
DH851.1,3817_V2_C59,0
vFP20.01,0013095_2_11,0
b12,263_8,0
VRC26.14,0260_V5_C36,0
VRC34-pI3,Q461_E2,0
PGT135,704809221_1B3,0
NIH45-46,T278_50,0
DF1W-a.01,620345_C1,0
GPZ6-a.01,703010217_B6,0
PCDN-38A,X2131_C1_B5,0
DH511.2,SO225_H11_12,0
ACS101,246_F3_C10_2,0
DH511_I6,CH119_10,0
PGT154,TRJO4551_58,0
VRC03,7165_18,0
VRC26.21,AC10_29,0
HERH-c.01,89_6,0
PGDM1400,569_F1_37_10,0
PCT64-35B,TRO_11,0
42056-a.01,T278_50,0
2F5,CE0089_G2,0
CH235,26191_2_48,0
179NC75,3365_V2_C20,0
VRC26.15,KER2008_12,0
HmAb64,89_6,0
V031-a.01,WEAU_D15_410,0
VRC08c,BJOX002000_03_2,0
VRC44.01,6471_V1_C16,0
T646-a.01,6535_3,0
ACS114,BJOX015000_11_5,0
DF1W-a.02,CH117_4,0
DH270.6,6095_V1_C10,0
PGC14,98CN006,0
PC39-17A,Q23_17,0
VRC34.05,703010217_B6,0
PGDM1400,2319_V7_H3_2,0
HJ16,T280_5,0
PC39-39A,CAP45_G3,0
VRC26.23,TRO_11,0
vFP5.01,BS208_B1,0
ACS125,C1080_C3,0
2408b,TH023_6,0
CH12,BG505_W6M_C2,0
5695-b.01,ZM214_15,0
m66,CNE55,0
PC39-23A,6480_V4_C25,0
VRC34.05,Q461_E2,0
DH796.1,25711_2_4,0
PGT121,20355851_20,0
DF1W-a.01,DJ263_8,0
179NC75,16845_2_22,0
VRC07-523LS.v11,620345_C1,0
DH1317.4,6240_08_TA5_4622,0
2G12,CAP40_2_01_A3_5,0
CH59,SF162,0
PCT64-35D,BJOX025000_01_1,0
F105,Q23_17,0
PCT64-24F,DH12,0
HJ16,CE0682_E4,0
PCDN-16B,CAP45_G3,0
PCT64-18D,T257_31,0
VRC26.07,DU422_1,0
2G12,CE2060_G9,0
VRC26.09,KER2008_12,0
0PV-c.01,0439_V5_C1,0
PCT64-35H,KNH1144,0
HJ16,B007_ENV01,0
2G12,6592_V7_C25,0
CH04,SC422_8,0
PC39-17A,0013095_2_11,0
2G12,B037_ENV02,0
M1214_N2,P1981_C5_3,0
15e,26191_2_48,0
VRC26.27,92BR025_9,0
GPZ6-a.01,16055_2_3,0
CH03,B008_ENV05,0
PC39-50H,REJO4541_67,0
CH44,1054_07_TC4_1499,0
TRNM-d.01,ZM53_12,0
VRC42.I3,CNE5,0
DH851.3,A07412M1_VRC12,0
HmAb64,CNE14,0
A12V163-a.01,MS208_A1,0
PGC14,92UG046,0
CH04,CE1086_B2,0
2C09,CNE56,0
Min12A21,BJOX009000_02_4,0
2557,WITO4160_33,0
VRC26.02,DU422_1,0
HK20,MN_3,0
17b,CH110_2,0
PCDN-16A,DU172_17,0
PC39-50L,1006_11_C3_1601,0
DJ85-a.01,288_38,0
PCT64-35O,QH0692_42,0
PGT128,SHIV_CNE40_JD14_W29_17,0
DH851.3,CE1086_B2,0
bNAb1586,BG505_W6M_C2,0
VRC26.01,CNE55,0
DFPH-a.15,UG024_2,0
2F5,CH0694,0
PC39-28E,ZM135_10A,0
35O22,25710_2_43,0
PCDN-33A,BJOX015000_11_5,0
VRC-PG20,620345_C1,0
VRC38.11,ZM55_28A,0
PC39-50I,MN_3,0
48d,0077_V1_C16,0
4E9C,THRO_C,0
vFP20.01,269_12,0
ACS202,TV1_29,0
PGDM12,231965_C1,0
917B11,ZM233_6,0
VRC33.01,T278_50,0
PC39-50I,CE0393_C3,0
2G12,R2184_C4,0
0PV-c.01,269_12,0
PC39-28E,REJO4541_67,0
A12V163-a.02,CM244_EC1,0
PC39-61B,94UG103,0
DH851.1,BJOX015000_11_5,0
VRC07-523-F54-LS.v3,6540_V4_C1,0
PCT64-35M,QH0515_1,0
PCT64-24G,TRO_11,0
697-D,SC422_8,0
VRC34-pI3,T251_18,0
V033-a.01,16936_2_21,0
VRC44.01,T250_4,0
0PV-c.01,MS208_A1,0
vFP20.01,928_28,0
VRC03,CAP45_G3,0
VRC-CH31,CAP210_E8,0
TRNM-c.01,CH070_1,0
40591-a.01,X1632_S2_B10,0
QA013.4,QD435_100M_A4,0
PC39-28E,TRJO4551_58,0
PGT145,6535_3,0
40591-a.01,CNE21,0
DH270.4,Q769_D22,0
DH650.8,X1632_S2_B10,0
DFPH-a.03,A03349M1_VRC4A,0
vFP52.02,TRJO4551_58,0
V031-a.01,X2131_C1_B5,0
0PV-c.01,X1193_C1,0
PCIN77D,6535_3,0
vFP52.02,JRCSF,0
A12V163-a.02,A03349M1_VRC4A,0
PGT145,VLGC_B3,0
PGT130,B028_ENV03,0
vFP16.02,T250_4,0
2F5,DU123_06,0
M1214_N2,C4118_9,0
DH270.6,T255_34,0
2723-3131,CH119_10,0
PC39-50L,191955_A11,0
A12V163-b.01,Q461_E2,0
PCIN66B,94UG103,0
PGZL1_gVmDmJ,94UG103,0
DH270.2,X1632_S2_B10,0
RHA10.01,6952_V1_C20,0
17b,ZM106_9,0
NC-Cow10,191955_A11,0
VRC34-UCA,YU2,0
VRC-PG05,SF162,0
41328-a.01,Q769_D22,0
DRVIA7,6545_V4_C1,0
CH01,1012_11_TC21_3257,0
J038,26191_2_48,0
CAP257-RH1,SF162,0
447-52D,CH038_12,0
CH03,B028_ENV03,0
PGT136,SC422_8,0
Z13e1,DU172_17,0
PCIN77D,6240_08_TA5_4622,0
DF1W-a.02,CNE20,0
2G12,BC08,0
vFP20.01,CNE31,0
A12V163-a.01,ZM53_12,0
VRC26.30,KER2008_12,0
RHA10.04,928_28,0
VRC26.33,QH0692_42,0
VRC34-pI3,263_8,0
HmAb64,CNE30,0
VRC06b,3468_V1_C12,0
VRC26.23,ZM109_4,0
HK20,700010040_C9_4520,0
TRNM-c.01,C4118_9,0
1C2-rabbit,QH0515_1,0
ACS101,A07412M1_VRC12,0
2408c.3,6101_1,0
VRC34.03,PVO_4,0
VRC26.09,6240_08_TA5_4622,0
CAP228-19F,BAL_26,0
PG16,QH0692_42,0
VRC38.10,TRJO4551_58,0
DH270.1,3637_V5_C3,0
vFP1.01,TV1_29,0
A12V163-b.01,3337_V2_C6,0
HERH-b.01,DU422_1,0
3BC176,CE1172_H1,0
VRC26.03,ZA012_29,0
VRC26.06,25925_2_22,0
42056-a.01,WEAU_D15_410,0
TRNM-d.01,00836_2_5,0
b12,00836_2_5,0
VRC03,3637_V5_C3,0
ACS114,CNE55,0
LJF-0142,YU2,0
5695-b.01,62357_14_D3_4589,0
PGDM12,T278_50,0
VRC-PG04,H086_8,0
M1214_N1.2,CNE20,0
b12,246_F3_C10_2,0
42056-a.01,T251_18,0
VRC41.01,Q259_17,0
PGDM11,CAP210_E8,0
PCT64-24F,HXB2,0
VRC42.I3,KER2008_12,0
PCDN-38B,T255_34,0
PGT125,ZM246F,0
DH1317.4,6101_1,0
DH651.4,BJOX002000_03_2,0
GPZ6-b.01,TRO_11,0
MinVRC01,191955_A11,0
vFP1.01,ZM55_28A,0
PCDN-16A,CAP210_E8,0
PCDN-33A,C4118_9,0
PCIN77D,Q842_D12,0
PGT153,DU422_1,0
41328-a.01,ZM214_15,0
DF1W-a.02,TRO_11,0
DH1317.9,0260_V5_C36,0
2F5,2969249,0
2413a,BJOX028000_10_3,0
m66,3637_V5_C3,0
VRC42.N1,X2088_C9,0
916B2,PVO_4,0
PGT135,92UG038,0
N49P22,DU172_17,0
44715-a.01,REJO4541_67,0
ACS125,CE1086_B2,0
VRC44.01,SS1196_1,0
VRC01-8fH/6fL,DU422_1,0
PC39-23A,C1080_C3,0
PC39-55D,BJOX009000_02_4,0
PGT136,TRJO4551_58,0
BF520.1,BJ613_E1,0
HmAb64,ZM135_10A,0
HGN194,PVO_4,0
PCDN-27C,ZM249_1,0
CAP228-16H,CE1086_B2,0
DJ85-c.01,16055_2_3,0
V033-a.01,6811_V7_C18,0
KD-247,AC10_29,0
DH1317.4,KO459_T68_4,0
0PV-b.01,6471_V1_C16,0
PG16,92UG005,0
PCDN-38B,QH0692_42,0
ACS101,P1981_C5_3,0
PGT145,B002_ENV03,0
A12V163-a.02,TRO_11,0
VRC41.01,Q461_E2,0
VRC33.01,SS1196_1,0
2723-3131,25710_2_43,0
5695-b.01,BJOX028000_10_3,0
10-996,CE0393_C3,0
J029,246_F3_C10_2,0
DH851.2,A07412M1_VRC12,0
vFP53.02,6095_V1_C10,0
3BNC117,VRC607_10_00_D5,0
HJ16,DU151_02,0
2G12,Z258_2012_SGA5,0
VRC01i,X1632_S2_B10,0
Bess4,BJOX015000_11_5,0
m66,BG1168_1,0
DJ85-b.01,QH0515_1,0
2408c.3,92BR025_9,0
DF1W-a.01,7165_18,0
HJ16,MS208_A1,0
vFP5.01,T280_5,0
2F5,BC11,0
VRC34-pI2 H33P,3988_25,0
HmAb64,CH038_12,0
PCDN-27A,PVO_4,0
CAP257-RH1,QH0692_42,0
VRC34.01_Combo1,CH181_12,0
E51,CAP45_G3,0
N49P23,AC10_29,0
916B2,TH966_8,0
DH270min12,CM244_EC1,0
F105,PVO_4,0
vFP48.02,DJ263_8,0
PGDM12,191955_A11,0
Z13e1,R3265_C6,0
b12,CAP225_1_06_A2_18,0
PGDM21,620345_C1,0
GPZ6-a.01,CNE4,0
N49P19,ZM247_V1,0
PC39-50G,Q769_D22,0
CH12,CH181_12,0
ACS101,3103_V3_C10,0
PGT143,R3265_C6,0
VRC26.01,TRJO4551_58,0
DH650.8,Q23_17,0
PGT121,BJOX025000_01_1,0
IOMAexFACEmin,X2088_C9,0
M1214_N1,703010054_2A2,0
VRC34.01,TH966_8,0
PC39-50B,HXB2,0
VRC34-pI3,ADA,0
DJ85-b.01,R2184_C4,0
PGT142,CNE12,0
VRC26.09,DU172_17,0
VRC03,ZM247_V1,0
DH650.8,3103_V3_C10,0
CH02,DU172_17,0
A12V163-a.01,CNE4,0
HERH-a.01,269_12,0
DFPH-a.15,H086_8,0
2F5,BC09,0
PCT64-35S,CE1172_H1,0
PC39-39B,DU172_17,0
DH1317.4,X1632_S2_B10,0
DJ85-d.01,T257_31,0
vFP20.01,CAP210_E8,0
PCT64-24F,001428_2_42,0
vFP49.02,REJO4541_67,0
447-52D,DU123_06,0
PGT137,APV_6,0
VRC26.25,KO426_T78_10,0
VRC34-UCA,BJOX009000_02_4,0
NC-Cow8,Q259_17,0
VRC34-pI3,231965_C1,0
0PV-b.01,REJO4541_67,0
0PV-b.01,0330_V4_C3,0
PC39-39B,Q769_D22,0
PC39-28B,CAP210_E8,0
VRC-PG05,191955_A11,0
VRC26.06,QH0692_42,0
DFPH-a.15,QH0692_42,0
LJF-0087,DU123_06,0
PGT121,BL01,0
VRC24,7165_18,0
A12V163-a.02,MW965_26,0
VRC01,714910601_45,0
PCT64-35E,6535_3,0
17b,ZA012_29,0
PGT135,VLGC_A1,0
DH650.8,CNE20,0
PGT121,1HC2_W4_012216_A10_S1,0
PCIN66B,6952_V1_C20,0
vFP49.02,BB201_B42,0
N49P19,T278_50,0
0PV-b.01,CNE7,0
NIH45-46,ZM246F,0
5695-b.01,SC422_8,0
PCDN-27D,92BR020,0
40591-a.01,T251_18,0
bNAb1586,CNE8,0
PGDM11,REJO4541_67,0
b12,CNE65,0
2408c.3,X1632_S2_B10,0
PC39-50K,X2088_C9,0
VRC26.08,H086_8,0
PC39-28E,CNE8,0
M1214_N2.2,Q23_17,0
HERH-b.01,3637_V5_C3,0
N49P22,T250_4,0
m66.6,CH181_12,0
VRC38.10,ZA012_29,0
m66,Q769_D22,0
vFP48.02,BB539_2B13,0
10-996,BJOX028000_10_3,0
DF1W-a.02,16055_2_3,0
0PV-b.01,CNE55,0
O.5,QH0692_42,0
VRC26.25,16845_2_22,0
2557,TRJO4551_58,0
10-996,T257_31,0
CH02,QH0692_42,0
PCT64-18D,89_6,0
VRC26.03,ZM109_4,0
M1214_N1.2,BF1266_431A,0
2408b,Q842_D12,0
PGT121,CM244_EC1,0
VRC26.23,ZM135_10A,0
2F5,CAP221_B14,0
vFP5.01,TH966_8,0
F105,SC422_8,0
DH270 UCA,6101_1,0
DH270 IA1,X1632_S2_B10,0
Z13e1,CH070_1,0
DH270.1,UG021_16,0
M1214_N1,ZM135_10A,0
2F5,CE1172_H1,0
PCDN-27B,QH0692_42,0
PC39-23A,BJOX028000_10_3,0
PGT135,T255_34,0
IOMAexFACEmin,246_F3_C10_2,0
VRC34-UCA,286_36,0
EN01_007,9004SS_A3_4,0
HERH-a.01,CNE3,0
PC39-61B,001428_2_42,0
PCT64-35M,6480_V4_C25,0
PGT121,191955_A11,0
PC39-28E,Q769_D22,0
LJF-0097,CE1086_B2,0
VRC38.01,TRO_11,0
LJF-0109,T250_4,0
PC39-28C,X2088_C9,0
CH103,M02138,0
N49P7.1,620345_C1,0
PCDN-38A,263_8,0
VRC26.05,TRO_11,0
PCIN71L,DU422_1,0
12A12,CNE12,0
15e,CH120_6,0
3BC176,ZM53_12,0
GPZ6-a.01,R2184_C4,0
PCIN77D,89_6,0
41328-a.01,CNE30,0
Ab1289,BJOX002000_03_2,0
PC39-50G,94UG103,0
VRC34-UCA,6644_V2_C33,0
VRC34.01,6631_V3_C10,0
VRC34.01_Combo1,16845_2_22,0
TRNM-b.01,TH966_8,0
2413b,QH0515_1,0
VRC26.08,SC422_8,0
DH1317.9,569_F1_37_10,0
RHA10.01,BF1266_431A,0
PGT152,X2088_C9,0
1B2530,T280_5,0
VRC26.27,SF162,0
PGT121,1536_V16_B7_3,0
HmAb64,KNH1209_18,0
RHA10.01,191084_B7_19,0
HERH-b.01,R2184_C4,0
41328-a.01,X2088_C9,0
DH563,CNE59,0
VRC26.25,CNE14,0
830A,HXB2,0
PGDM21,16845_2_22,0
0PV-a.01,6095_V1_C10,0
VRC26.12,Q23_17,0
ACS101,3016_V5_C45,0
PCT64-35N,PVO_4,0
PCDN-27B,ZM135_10A,0
DH270 IA4,DU156_12,0
2G12,CNE21,0
830A,B027_ENV01,0
DH1317.4,234_F1_16_57,0
6561-a.01,T278_50,0
2F5,SHIV_CNE40_JB98_W29_28,0
3BC315,16845_2_22,0
b12,CAP200_B8A,0
42056-a.01,SC422_8,0
vFP7.04,TRJO4551_58,0
VRC26.13,REJO4541_67,0
BG505.36,QC406_70M_F3,0
RHA10.01,R2184_C4,0
VRC23,T257_31,0
PC39-17A,X1632_S2_B10,0
DH1317.4,ZM106_9,0
PC39-55D,T278_50,0
2408b,MN_3,0
vFP48.02,UG024_2,0
12A21,BL01,0
A12V163-b.01,QH209_14M_A2,0
0PV-b.01,T251_18,0
1F7,WITO4160_33,0
NIH45-46,UG024_2,0
DH1317.9,V704_0026_231_RE_PBSGA001_S,0
2F5,98_F4_H5_13,0
PC39-50G,REJO4541_67,0
HERH-a.01,HT593_1,0
VRC38.05,TRO_11,0
LJF-0085,CNE55,0
VRC40.02,6545_V4_C1,0
VRC26.23,PVO_4,0
1F7,94KE105,0
PCDN-33A,16845_2_22,0
DH1317.9,H029_12,0
IOMAmin3,6545_V4_C1,0
VRC26.02,TRJO4551_58,0
40591-a.01,AC10_29,0
10-1074,1HD8K_W4_070116PL3_C6_S63,0
2413c,DU151_02,0
PCT64-35M,92BR020,0
N49P23,211_9,0
b13,QH209_14M_A2,0
CH59,CM244_EC1,0
DH270min12,T251_18,0
PGT157,89_F1_2_25,0
0PV-a.01,231965_C1,0
VRC26.05,AC10_29,0
DFPH-a.03,6101_1,0
179NC75,CNE19,0
VRC26.08,C3347_C11,0
m66,7165_18,0
DH796.1,BX08_16,0
m66.6,16055_2_3,0
DH270.1,246_F3_C10_2,0
447-52D,16055_2_3,0
Z13e1,BJOX009000_02_4,0
10-1074,8074_BL_E8_1,0
DH650.8,T257_31,0
PC39-55B,92TH021,0
vFP7.05,6545_V4_C1,0
vFP7.05,6095_V1_C10,0
T646-a.01,CE2010_F5,0
A12V163-b.01,BJOX002000_03_2,0
CH12,6101_1,0
A12V163-a.02,BJOX028000_10_3,0
VRC26.08,RHPA4259_7,0
DH796.1,0815_V3_C3,0
PCIN71G,C4118_9,0
PC39-61A,1054_07_TC4_1499,0
2C09,3365_V2_C20,0
CH27,1054_07_TC4_1499,0
DH270.1,6540_V4_C1,0
DH1317.4,3988_25,0
PGT152,6952_V1_C20,0
vFP48.02,246_F3_C10_2,0
vFP7.05,BJOX025000_01_1,0
vFP48.02,T280_5,0
vFP53.02,YU2,0
PC39-50K,211_9,0
2G12,BJ17A_6,0
LJF-0109,CH181_12,0
vFP7.04,246_F3_C10_2,0
8ANC195,191955_A11,0
N49P23,CAP45_G3,0
DF1W-a.01,CAP45_G3,0
vFP52.02,620345_C1,0
VRC46.01,BI369_9A,0
VRC33.01,KER2008_12,0
VRC26.27,HT593_1,0
42056-b.01,ZM247_V1,0
VRC26.03,BR07,0
vFP20.01,3168_V4_C10,0
PC39-28E,191084_B7_19,0
VRC42.03,ZM106_9,0
N49P22,ZM246F,0
PCT64-35C,89_6,0
VRC26.25,CNE10,0
VRC06b,6540_V4_C1,0
CH02,6480_V4_C25,0
PGT127,0330_V4_C3,0
PGT151,ZM246F,0
179NC75,BJOX009000_02_4,0
TRNM-b.01,R3265_C6,0
vFP53.02,TV1_29,0
CH01,1006_11_C3_1601,0
17b,6405_V4_C34,0
PCDN-27A,RHPA4259_7,0
vFP16.02,T280_5,0
b12,ZA012_29,0
PCIN71L,191821_E6_1,0
VRC26.08,Q842_D12,0
N6LS.C51,6471_V1_C16,0
48d,CNE53,0
PC39-23A,3016_V5_C45,0
PCDN-27D,MN_3,0
CH02,B028_ENV06,0
CH03,B030_ENV09,0
N49P22,CAP45_G3,0
V031-a.01,BJOX002000_03_2,0
PGZL1,BAL_26,0
PCT64-35G,001428_2_42,0
DFPH-a.01,CH038_12,0
LJF-0142,7165_18,0
PCIN71B,DU172_17,0
NC-Cow8,BJOX002000_03_2,0
PGT126,ZM233_6,0
PGT121,1HD9K_D0_070816_C3_S35,0
F105,ZM135_10A,0
HmAb64,X1632_S2_B10,0
vFP52.02,QH209_14M_A2,0
VRC34.05,KER2018_11,0
vFP7.05,M02138,0
vFP5.01,191821_E6_1,0
DF1W-a.02,CNE7,0
2411a,JRCSF,0
PC39-50K,CE0393_C3,0
PCT64-35B,BF1266_431A,0
447-52D,ZM233_6,0
42056-b.01,231965_C1,0
V033-a.01,CNE7,0
vFP53.02,A07412M1_VRC12,0
VRC26.09,BAL_26,0
PC39-50G,C3347_C11,0
b13,CNE58,0
b13,ZM109_4,0
VRC38.01,M02138,0
VRC26.07,CNE3,0
LJF-0034,25710_2_43,0
VRC06,DJ263_8,0
PC39-50J,MN_3,0
b13,CH070_1,0
vFP20.01,6545_V4_C1,0
CH02,B016_ENV01,0
VRC26.04,ZM214_15,0
CH12,YU2,0
GPZ6-a.01,CM244_EC1,0
VRC38.01,BJOX015000_11_5,0
PC39-17A,T278_50,0
PCT64-35S,6240_08_TA5_4622,0
0PV-c.01,ZA012_29,0
2413c,CH070_1,0
PC39-39C,HXB2,0
IOMAmin5,CNE58,0
vFP7.05,703010217_B6,0
ACS122,Q259_17,0
DH1317.4,703010217_B6,0
VRC01,CE1172_H1,0
35O22,MS208_A1,0
VRC03,3016_V5_C45,0
GPZ6-a.01,191821_E6_1,0
49G2,TRJO4551_58,0
697-D,REJO4541_67,0
VRC-PG04b,6644_V2_C33,0
b13,Q23_17,0
PC39-55C,CNE8,0
2G12,ZM106_9,0
PCT64-35H,ADA,0
DH796.1,21197826_V1,0
VRC34-UCA,AC10_29,0
HERH-a.01,CNE14,0
HERH-c.01,BI369_9A,0
2413a,0077_V1_C16,0
0PV-a.01,X2088_C9,0
VRC38.10,CNE58,0
HmAb64,16845_2_22,0
ACS202,BS208_B1,0
DF1W-a.01,TH966_8,0
0PV-b.01,T278_50,0
M4008_N1,CE0393_C3,0
2413c,JRCSF,0
PCT64-35E,DU156_12,0
PGT128,231965_C1,0
PCT64-35G,CE2060_G9,0
PC39-28E,249M_B10,0
PCT64-18B,ZM249_1,0
M1214_N2.2,CNE19,0
447-52D,CH119_10,0
10-1074,BJOX015000_11_5,0
DH270.6,3589_V1_C4,0
447-52D,CNE10,0
PGT121,9372_BL_C5_2,0
PGT156,PVO_4,0
LJF-0087,263_8,0
PCT64-35D,A07412M1_VRC12,0
17b,BI369_9A,0
EN01_007,249M_B10,0
A12V163-b.01,C4118_9,0
A12V163-a.01,UG024_2,0
DH1317.9,V704_2095_130_RE_CS,0
RHA10.01,1006_11_C3_1601,0
PGZL1_gVmDmJ,16055_2_3,0
PGT156,TRJO4551_58,0
PGDM1400,1HB2_D0_102615_B11_S13,0
